,name,country,region,state,varietal,price,description,merchant,address
826,Carm Bispado Red,Portugal,Douro - Porto,Duriense,Red Portugese Blend,$12.99,"In the Douro Superior (Upper Douro), where the organic cultures of vines, olive oil and almonds coexist with an endangered fauna, our family affirmed our connection to our land through the founding of CARM - Casa Agricola Roboredo Madeira. These lands, where our Estates are situated, continue to give refuge to the golden eagle, the fishing eagle, the griffin and the wild partridge, so typical of ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
827,La Calonica Vino Nobile,Italy,,Tuscany,Montepulciano,$22.99,"The Agricultural Estate La Calonica was founded in 1973 by the Cattani family who still supervises directly its production and sales, and covers about 45 hectares on the border of the provinces of Siena and Arezzo, between the Municipalities of Montepulciano and Cortona on a crest at about 350 meters above sea level, not far from Lake Trasimeno. The wines produced fall under the production ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
828,Little Cape Cabernet,South Africa,,Tuscany,Cabernet Sauvignon,$13.99,"Nestled some 8,000 miles southeast of America, where the cool Atlantic and the warm Indian oceans converge, lies the Little Cape. A welcome sight for the intrepid, seafaring explorers in the 1600s, this place of hope promised bountiful provisions, including barres of wine and rum to fill their ships and bellies.
Enjoy your own exploration with this delicious wine from the Little Cape: a ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
829,Fattoria le PupilLe Morellino di Scansano,Italy,,Tuscany,Red Italian Blend,$17.99,"The operating nucleus of the property, from early 2000, is in proximity of Istia d’Ombrone, nearby Grosseto. The property is an antique farmhouse and its silhouette is present in some of the most recognizable wine labels of Le Pupille, the whole winery is surrounded by a 12 hectares vineyard, including a small patch destined to an experimentation of old Sangiovese grapes, coming from ancient vine ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
830,Kendall-Jackson Vintner's Reserve Pinot Gris,United States,,California,Pinot Gris,$14.99,"Jess Jackson of Kendall Jackson Winery takes great pride in being a family owned and operated business. He believed that, ""being a family-owned winery absolutely affects our winemaking. It affords us the luxury to take the long view. We can take risks and grow our grapes in mountain and hillside vineyards- even though it is more difficult for both the farmer and the vine. But grapes grown on ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
831,Backsberg Pinotage,South Africa,,California,Pinotage,$16.99,"The philosophy of Backsberg remains that of providing pleasure and enjoyment to a broad range of wine lovers by producing wines not only with structure and finesse, but also with a high level of “drinkability”.

To put it simply, if you find our wines easy to drink then we are achieving what we want.

This philosophy has to exist under an overall umbrella of Care. Care of our ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
832,Bota Box Nighthk Blk Red,United States,,California,Bordeaux Blend,$21.99,"Premium wine in a box? You bet! Bota Box produces premium California wine in 3-liter box and 500ml Tetra Pak, both made from environmentally-friendly packaging. Bota Box 3L is packaged in 100% recyclable, unbleached, post-consumer fiber printed with soy-based inks. Using state of the art FlexTap™ technology, our wine is kept fresh for up to six weeks after opening, allowing consumers to enjoy a ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
833,Orin Swift Machete,United States,,California,"Grenache,Petite Sirah,Syrah",$59.99,"A gothic mauve with a vivid neon rim, the wine appears almost black in the glass. Notes of wet stone, black plum and crushed gravel reverberate from within. Bold upfront, the palate is all-enveloping with mixed berry crepe, black licorice and a touch of char. Layered and omnipotent in weight, the wine finishes with ripe Petite Sirah tannins, providing a pleasant closing texture.
A nearly opaque ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
834,Boulay Sancerre Chavignol,France,Central Vineyards,Loire,Sancerre,$37.99,Gerard Boulay works the soil manually. The youngest vines at the domaine were planted by Mr. Boulay in 1972. The average vine age is about 45 years old. The wines ferment naturally. He adds no yeast and minimal amounts of SO2. The Sancerre-Chavignol is fermented in tank and undergoes a light filtration before bottling. The Clos de Beaujeu (from a vineyard of 0.75 hectares) is fermented in barrel ...,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
835,Josh Merlot,United States,,California,Merlot,$17.99,"Joseph Carr was an award winning Sommelier and international wine industry executive who set out on his own in 2005 and founded Joseph Carr Winery in Carneros, California. It was, as Mr. Carr says, a chance to follow a dream. ""We're a family owned company dedicated to making world class, handcrafted wines. We work with small growers, coopers and winemakers producing elegant, sophisticated, yet ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
836,Perrier-Jouet Champagne Epernay Grand Brut,France,,Champagne,Champagne Blend,$54.99,"Perrier-Jouet was founded in 1811 in Epernay by Pierre-Nicolas-Marie Perrier and his wife, Adele Jouet. One of the most prestigious houses in Champagne, the firm was shipping wine to Great Britain by 1813 and to the United States by 1837. Perrier-Jouet owns 266 acres of vineyards in Champagne, with an average rating of 95%, and is known worldwide for its consistency of style.
By the end ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
837,Clos du Bois Merlot,United States,Sonoma County,California,Merlot,$13.99,"After traveling France’s wine regions, Clos du Bois founder Frank Woods returned home inspired to marry the elegant French style of winemaking with his vibrant California fruit. Decades later, they continue to embrace his artisanal winemaking philosophy, earning a devoted following among those who love refined, approachable wines.
Clos du Bois farms almost 800 acres in the vibrantly ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
838,Graham's Port Late Bottled Vintage,Portugal,Douro - Porto,Duriense,Port Blend,$24.99,"The firm of W & J Graham & Co has its roots in a Glasgow-based textile concern. In 1820 the brothers William and John Graham, who were then managing the company office in Oporto, accepted 27 pipes of Port wine in settlement of a bad debt. This Port was shipped to the parent company in Glasgow which initially reprimanded the brothers for not sending cash. Fortunately however, after it was sold the ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
839,Chateau Ste Michelle & Dr Loosen Eroica,United States,,Washington,Riesling,$21.99,"Eroica is the result of a special partnership of German and American winemakers to craft an extraordinary Riesling from Washington state grapes. This is more than a blend of two estates, Dr. Loosen from the Mosel and Chateau Ste. Michelle from the Columbia Valley: It`s an intermingling of Old World and New World philosophy and technique. Eroica reflects not only its variety and site, but also its ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
840,Franzia Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$21.99,"Teresa Franzia planted her first vineyard along the road to Yosemite in 1906. Her family survived Prohibition by selling those grapes to home winemakers back East. When Prohibition ended, her seven children rebuilt the winery brick by brick, barrel by barrel...everyone pitched in. After World War II, my uncle's new advertising slogan, ""Make friends with Franzia,"" introduced a new generation to ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
841,Franciscan Cabernet Sauvignon,United States,Napa County,California,Napa Valley,$27.99,"Franciscan was founded in 1972 by a group of lawyers and doctors from San Francisco who decided to try turning their passion for wine into a business. In 1985, Agustin Huneeus, a Chilean exile who had built Concha y Toro in his native country, took over the helm at Franciscan. Huneeus refocused the winery on using the superlative grapes growing in its own vineyards, rather than sourcing from ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
842,Ravenswood Zinfandel Old Vine Lodi,United States,Central Valley,California,Lodi,$15.99,"Fueled initially by the inspiration and winemaking skills of Joel Peterson, aided and abetted by his business partner W. Reed Foster, Ravenswood winery has been dedicated to top quality, hand-crafted wine since the first crush in 1976. Every Ravenswood wine carries a unique vintage and vineyard identity in addition to the intense powerful – gothic – character with which the winery has come to be ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
843,Yellow Tail Merlot,Australia,,California,Merlot,$14.99,"It all started in 1820, when the first Casellas planted some vines in the Italian countryside. Two things sprouted shortly thereafter: a cluster of grapes, and a family passion that would last 188 years and counting. 

Fast forward to 1957. Filippo and Maria Casella were keeping the business alive in Italy, when they decided to pack up and move to Australia. However far away, they ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
844,Joseph Drouhin Macon-Villages,France,Maconnais,Burgundy,Macon Villages,$16.99,"For the last 130 years, Maison Joseph Drouhin has been in the hands of the Drouhin family.  Today, the fourth generation is at the helm, animated by the same passion that inspired the founder of the company.
Joseph Drouhin has adopted the biological and biodynamic approach.  Only natural products are used in the vineyards and all procedures show the utmost respect for the soil, the vine ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
845,Simi Merlot,United States,Sonoma County,California,Merlot,$19.99,"Twenty-six years after his first harvest at Alexander Valley Vineyards, Steve Reeder returned to his winemaking roots, becoming Vice President of Winemaking for Simi Winery in August 2003. 

Reeder, an internationally recognized winemaker, has received wide acclaim throughout the wine industry for many varieties, especially the Bordeaux-varietal wines. Among his accomplishments was ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
846,Cave L'Aurance Chardonnay,France,Bourgogne,Burgundy,Chardonnay,$16.99,Bourgogne appellation covers all of the Burgundy region. The vineyards of Bourgogne AOC are located in 385 villages! The Burgundy region begins a hundred kilometers south from Paris and spreads itself down to Lyon. It stretches on 360 kilometers. Burgundy whites are sensual and characteristic.If you like you’re chardonnay oak-free this is a great choice. Impressive roundness on the palate with ...,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
847,Walter Hansel Winery Pinot Noir The North Slope,United States,,California,Pinot Noir,$49.99,"Walter Hansel was a lifelong wine enthusiast who had the vision to plant his estate's original 250 vines in 1978. Today, Stephen, Walter's son, has taken up where his father left off, pursuing his vision of producing world-class Burgundian-styled Pinot Noir and Chardonnay, all from the Russian River Valley. 

Steve Hansel's friend, famed winemaker Tom Rochioli, helped him in the early ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
